times,Units,value_mean,value_std,parameter
2021-11-17,F,63.8525,0.6964179168639303,Air_Temperature
2021-11-18,F,52.525,8.922493437143599,Air_Temperature
2021-11-19,F,40.29375,1.095271274637414,Air_Temperature
2021-11-20,F,38.6275,4.537809347081953,Air_Temperature
2021-11-21,F,43.50875,1.8533760020271888,Air_Temperature
2021-11-22,F,39.01625,3.7170954974556034,Air_Temperature
2021-11-23,F,36.78375,0.6231121808644475,Air_Temperature
2021-11-24,F,37.9925,6.97852932157488,Air_Temperature
2021-11-25,F,46.1925,1.2164311649679804,Air_Temperature
2021-11-26,F,38.08875,3.907593876916965,Air_Temperature
2021-11-27,F,33.60125,0.8287123779302019,Air_Temperature
2021-11-28,F,34.46125,3.0393814344416974,Air_Temperature
2021-11-29,F,37.22125,1.4049988529826145,Air_Temperature
2021-11-30,F,36.52125,3.3396064865691386,Air_Temperature
2021-12-01,F,40.94121492623662,1.8355047507957705,Air_Temperature
2021-12-02,F,46.47375,2.9873095116958632,Air_Temperature
2021-12-03,F,40.725,1.7118185927124605,Air_Temperature
2021-12-04,F,40.13625,1.8594922513164736,Air_Temperature
2021-12-05,F,40.55125,3.080161299740108,Air_Temperature
2021-12-06,F,48.57625,5.785624127200466,Air_Temperature
2021-12-07,F,32.55625,2.954011827251692,Air_Temperature
2021-12-08,F,28.46875,1.7975075362793718,Air_Temperature
2021-12-09,F,34.198750000000004,2.0061625029948016,Air_Temperature
2021-12-10,F,44.445,3.3135859790445834,Air_Temperature
2021-12-11,F,53.1925,8.10428270764902,Air_Temperature
2021-12-12,F,41.39125,2.7142181354546,Air_Temperature
2021-12-13,F,43.13125,2.0687403831300566,Air_Temperature
2021-12-14,F,41.62625,3.1582308425751418,Air_Temperature
2021-12-15,F,46.892500000000005,3.5986443178222096,Air_Temperature
2021-12-16,F,61.048750000000005,3.0699145587416634,Air_Temperature
2021-12-17,F,42.15625,3.669714918520563,Air_Temperature
2021-12-18,F,37.9175,1.069871463937948,Air_Temperature
2021-12-19,F,33.01625,1.4789840648111217,Air_Temperature
2021-12-20,F,34.72375,3.5733045669548065,Air_Temperature
2021-12-21,F,39.6,1.779316182736377,Air_Temperature
2021-12-22,F,35.45375,4.201570411388212,Air_Temperature
2021-12-23,F,31.33,1.8884204687673776,Air_Temperature
2021-12-24,F,43.56125,6.805025558434006,Air_Temperature
2021-12-25,F,49.14,4.813964635697752,Air_Temperature
